season,season_start,player,team,salary,real_value,difference,games
2015-16,2015,Eric Bledsoe,PHX,13500000.0,13620697,120697.0,31.0
2011-12,2011,Eric Bledsoe,LAC,1596360.0,1658831,62471.0,51.0
2018-19,2018,Eric Bledsoe,MIL,15000000.0,14987188,-12812.0,93.0
2017-18,2017,Eric Bledsoe,"MIL, PHX",14500000.0,14369687,-130313.0,81.0
2019-20,2019,Eric Bledsoe,MIL,15625000.0,13953441,-1671559.0,70.0
2014-15,2014,Eric Bledsoe,PHX,13000000.0,11045644,-1954356.0,81.0
2020-21,2020,Eric Bledsoe,NOP,16875000.0,7206164,-9668836.0,71.0
2021-22,2021,Eric Bledsoe,"LAC, POR",18125000.0,6161729,-11963271.0,54.0
2010-11,2010,Eric Gordon,LAC,3016680.0,12823511,9806831.0,56.0
2011-12,2011,Eric Gordon,NOP,3831184.0,13397858,9566674.0,9.0
2009-10,2009,Eric Gordon,LAC,2819880.0,7747427,4927547.0,62.0
2008-09,2008,Eric Gordon,LAC,2623200.0,6697371,4074171.0,78.0
2017-18,2017,Eric Gordon,HOU,12943020.0,10675036,-2267984.0,86.0
2016-17,2016,Eric Gordon,HOU,12385665.0,8850416,-3535249.0,86.0
2018-19,2018,Eric Gordon,HOU,13500375.0,8830418,-4669957.0,79.0
2019-20,2019,Eric Gordon,HOU,14057730.0,7458309,-6599421.0,48.0
2013-14,2013,Eric Gordon,NOP,14283844.0,6895050,-7388794.0,64.0
2012-13,2012,Eric Gordon,NOP,13668750.0,6250584,-7418166.0,42.0
2020-21,2020,Eric Gordon,HOU,16869267.0,9162758,-7706509.0,27.0
2014-15,2014,Eric Gordon,NOP,14898938.0,6464846,-8434092.0,65.0
2015-16,2015,Eric Gordon,NOP,15514031.0,6435425,-9078606.0,45.0
2021-22,2021,Eric Gordon,HOU,18218818.0,6387170,-11831648.0,57.0
1993-94,1993,Eric Leckner,PHI,300000.0,350185,50185.0,71.0
1994-95,1994,Eric Leckner,DET,350000.0,260424,-89576.0,57.0
1995-96,1995,Eric Leckner,DET,300000.0,205464,-94536.0,19.0
1996-97,1996,Eric Leckner,"CHA, MEM, NYK",247500.0,53046,-194454.0,20.0
1990-91,1990,Eric Leckner,"CHA, SAC",485000.0,149906,-335094.0,72.0
1991-92,1991,Eric Leckner,CHA,618000.0,157069,-460931.0,59.0
2009-10,2009,Eric Maynor,"OKC, UTA",1318920.0,2093205,774285.0,87.0
2010-11,2010,Eric Maynor,OKC,1417800.0,1956260,538460.0,99.0
2011-12,2011,Eric Maynor,OKC,1516680.0,1463891,-52789.0,9.0
2012-13,2012,Eric Maynor,"OKC, POR",2338720.0,1476508,-862212.0,64.0
2013-14,2013,Eric Maynor,"PHI, WAS",2016000.0,474256,-1541744.0,31.0
2014-15,2014,Eric Maynor,nan,2106720.0,0,-2106720.0,0.0
1994-95,1994,Eric Mobley,MIL,620000.0,468865,-151135.0,46.0
1996-97,1996,Eric Mobley,MEM,992000.0,136198,-855802.0,28.0
1995-96,1995,Eric Mobley,"MEM, MIL",1328000.0,370936,-957064.0,39.0
1997-98,1997,Eric Mobley,nan,1178000.0,0,-1178000.0,0.0
1994-95,1994,Eric Montross,BOS,800000.0,1072797,272797.0,82.0
1995-96,1995,Eric Montross,BOS,1040000.0,772566,-267434.0,61.0
1996-97,1996,Eric Montross,"BKN, DAL",1280000.0,653529,-626471.0,78.0
1997-98,1997,Eric Montross,"DET, PHI",1520000.0,349424,-1170576.0,48.0
1998-99,1998,Eric Montross,DET,1760000.0,461754,-1298246.0,51.0
2000-01,2000,Eric Montross,"DET, TOR",2240000.0,326012,-1913988.0,59.0
1999-00,1999,Eric Montross,DET,2000000.0,-10595,-2010595.0,53.0
2001-02,2001,Eric Montross,TOR,2480000.0,381702,-2098298.0,49.0
2002-03,2002,Eric Montross,nan,2720000.0,0,-2720000.0,0.0
2003-04,2003,Eric Montross,nan,2960000.0,0,-2960000.0,0.0
2018-19,2018,Eric Moreland,"PHX, TOR",309859.0,495876,186017.0,13.0
2017-18,2017,Eric Moreland,"DET, PHX, TOR",1740000.0,1870711,130711.0,67.0
2014-15,2014,Eric Moreland,SAC,507336.0,123079,-384257.0,3.0
2015-16,2015,Eric Moreland,SAC,845059.0,247149,-597910.0,8.0
1993-94,1993,Eric Murdock,MIL,800000.0,2675995,1875995.0,82.0
1992-93,1992,Eric Murdock,MIL,700000.0,2206323,1506323.0,79.0
1997-98,1997,Eric Murdock,MIA,272250.0,1604425,1332175.0,87.0
1994-95,1994,Eric Murdock,MIL,1000000.0,2314813,1314813.0,75.0
1998-99,1998,Eric Murdock,BKN,1750000.0,1672350,-77650.0,15.0
1991-92,1991,Eric Murdock,UTA,600000.0,316160,-283840.0,53.0
1995-96,1995,Eric Murdock,"MEM, MIL",2000000.0,1364958,-635042.0,73.0
1999-00,1999,Eric Murdock,LAC,1925000.0,1010051,-914949.0,40.0
2000-01,2000,Eric Murdock,nan,2100000.0,0,-2100000.0,0.0
2019-20,2019,Eric Paschall,GSW,898310.0,7602170,6703860.0,60.0
2020-21,2020,Eric Paschall,GSW,1517981.0,4292256,2774275.0,40.0
2021-22,2021,Eric Paschall,UTA,1782621.0,2211948,429327.0,62.0
2000-01,2000,Eric Piatkowski,LAC,2200000.0,3321805,1121805.0,81.0
1998-99,1998,Eric Piatkowski,LAC,1650000.0,2134868,484868.0,49.0
1997-98,1997,Eric Piatkowski,LAC,1587500.0,1886202,298702.0,67.0
2002-03,2002,Eric Piatkowski,LAC,3000000.0,3108710,108710.0,62.0
2001-02,2001,Eric Piatkowski,LAC,3000000.0,2927556,-72444.0,71.0
1994-95,1994,Eric Piatkowski,LAC,962500.0,589958,-372542.0,81.0
1999-00,1999,Eric Piatkowski,LAC,2000000.0,1506698,-493302.0,75.0
1996-97,1996,Eric Piatkowski,LAC,1363000.0,723437,-639563.0,68.0
1995-96,1995,Eric Piatkowski,LAC,1138000.0,463651,-674349.0,65.0
2007-08,2007,Eric Piatkowski,PHX,1219590.0,541402,-678188.0,17.0
2006-07,2006,Eric Piatkowski,PHX,1178348.0,485605,-692743.0,12.0
2004-05,2004,Eric Piatkowski,CHI,2750000.0,1076282,-1673718.0,73.0
2003-04,2003,Eric Piatkowski,HOU,2500000.0,765324,-1734676.0,50.0
2005-06,2005,Eric Piatkowski,CHI,3000000.0,351230,-2648770.0,35.0
1994-95,1994,Eric Riley,"LAC, HOU",305000.0,368380,63380.0,40.0
1993-94,1993,Eric Riley,HOU,150000.0,136261,-13739.0,47.0
1995-96,1995,Eric Riley,"MIN, HOU",350000.0,336218,-13782.0,25.0
1999-00,1999,Eric Riley,nan,50206.0,0,-50206.0,0.0
1998-99,1998,Eric Riley,"BOS, MIN",537500.0,459405,-78095.0,35.0
2002-03,2002,Eric Snow,PHI,4125000.0,8597257,4472257.0,94.0
1998-99,1998,Eric Snow,PHI,846300.0,4344944,3498644.0,56.0
2001-02,2001,Eric Snow,PHI,3750000.0,6948856,3198856.0,66.0
2000-01,2000,Eric Snow,PHI,3380000.0,5550414,2170414.0,73.0
2003-04,2003,Eric Snow,PHI,4500000.0,6066915,1566915.0,82.0
1999-00,1999,Eric Snow,PHI,3000000.0,4119154,1119154.0,87.0
1996-97,1996,Eric Snow,OKC,247500.0,622820,375320.0,75.0
1995-96,1995,Eric Snow,OKC,200000.0,271094,71094.0,53.0
1997-98,1997,Eric Snow,"OKC, PHI",706300.0,776132,69832.0,64.0
2004-05,2004,Eric Snow,CLE,4875000.0,1994579,-2880421.0,81.0
2005-06,2005,Eric Snow,CLE,5484375.0,2498462,-2985913.0,95.0
2006-07,2006,Eric Snow,CLE,6093750.0,1822603,-4271147.0,101.0
2007-08,2007,Eric Snow,CLE,6703125.0,348563,-6354562.0,22.0
2008-09,2008,Eric Snow,nan,7312500.0,0,-7312500.0,0.0
1997-98,1997,Eric Washington,DEN,242000.0,685468,443468.0,66.0
1998-99,1998,Eric Washington,DEN,520000.0,760238,240238.0,38.0
1999-00,1999,Eric Washington,nan,550000.0,0,-550000.0,0.0
1997-98,1997,Eric Williams,DEN,1139520.0,2869022,1729502.0,4.0
1996-97,1996,Eric Williams,BOS,1008000.0,2072788,1064788.0,72.0
1995-96,1995,Eric Williams,BOS,876000.0,1197004,321004.0,64.0
2004-05,2004,Eric Williams,"BKN, TOR",3580000.0,2153647,-1426353.0,55.0
2002-03,2002,Eric Williams,BOS,5004000.0,3398974,-1605026.0,92.0
1998-99,1998,Eric Williams,DEN,2780000.0,970206,-1809794.0,38.0
2003-04,2003,Eric Williams,"BOS, CLE",5540000.0,3474946,-2065054.0,71.0
1999-00,1999,Eric Williams,BOS,3336000.0,1264627,-2071373.0,68.0
2001-02,2001,Eric Williams,BOS,4448000.0,2167015,-2280985.0,90.0
2000-01,2000,Eric Williams,BOS,3890000.0,1568739,-2321261.0,81.0
2005-06,2005,Eric Williams,TOR,3938000.0,472489,-3465511.0,28.0
2006-07,2006,Eric Williams,"CHA, SAS",4296000.0,437606,-3858394.0,21.0
2001-02,2001,Erick Barkley,POR,638000.0,807382,169382.0,19.0
2000-01,2000,Erick Barkley,POR,712200.0,345894,-366306.0,8.0
2002-03,2002,Erick Barkley,nan,682500.0,0,-682500.0,0.0
1997-98,1997,Erick Dampier,GSW,1478880.0,2291856,812976.0,82.0
1998-99,1998,Erick Dampier,GSW,1538000.0,2215242,677242.0,50.0
2003-04,2003,Erick Dampier,GSW,7842000.0,8092737,250737.0,74.0
2010-11,2010,Erick Dampier,MIA,1129469.0,1376854,247385.0,51.0
2011-12,2011,Erick Dampier,ATL,850522.0,304959,-545563.0,19.0
1996-97,1996,Erick Dampier,IND,1184000.0,597718,-586282.0,72.0
2004-05,2004,Erick Dampier,DAL,7700000.0,4624061,-3075939.0,72.0
2002-03,2002,Erick Dampier,GSW,6858500.0,3509133,-3349367.0,82.0
1999-00,1999,Erick Dampier,GSW,4988000.0,1070195,-3917805.0,21.0
2000-01,2000,Erick Dampier,GSW,5610000.0,1409790,-4200210.0,43.0
2001-02,2001,Erick Dampier,GSW,6235000.0,1683749,-4551251.0,73.0
2005-06,2005,Erick Dampier,DAL,8662500.0,3237023,-5425477.0,101.0
2006-07,2006,Erick Dampier,DAL,9628000.0,4178568,-5449432.0,81.0
2007-08,2007,Erick Dampier,DAL,10590500.0,4154758,-6435742.0,77.0
2008-09,2008,Erick Dampier,DAL,11553000.0,4104746,-7448254.0,90.0
2009-10,2009,Erick Dampier,DAL,12115500.0,3445272,-8670228.0,60.0
2015-16,2015,Erick Green,"DEN, UTA",199418.0,445852,246434.0,9.0
2014-15,2014,Erick Green,"DEN, UTA",507336.0,643126,135790.0,43.0
1999-00,1999,Erick Strickland,DAL,2240000.0,4374461,2134461.0,68.0
2002-03,2002,Erick Strickland,IND,762435.0,2425348,1662913.0,76.0
2001-02,2001,Erick Strickland,BOS,637415.0,2132797,1495382.0,91.0
1996-97,1996,Erick Strickland,DAL,220000.0,1352366,1132366.0,28.0
2003-04,2003,Erick Strickland,MIL,1500000.0,1431179,-68821.0,46.0
1998-99,1998,Erick Strickland,DAL,1920000.0,1748005,-171995.0,33.0
1997-98,1997,Erick Strickland,DAL,1600000.0,861372,-738628.0,67.0
2004-05,2004,Erick Strickland,MIL,1650000.0,906778,-743222.0,62.0
2000-01,2000,Erick Strickland,"MEM, NYK",2560000.0,1251110,-1308890.0,50.0
2004-05,2004,Erik Daniels,SAC,385277.0,89213,-296064.0,21.0
2017-18,2017,Erik McCree,UTA,77250.0,-97691,-174941.0,4.0
2013-14,2013,Erik Murphy,CHI,455580.0,2705,-452875.0,24.0
2001-02,2001,Ernest Brown,MIA,332817.0,-212169,-544986.0,3.0
2011-12,2011,Ersan Ilyasova,MIL,2541000.0,8892276,6351276.0,60.0
2009-10,2009,Ersan Ilyasova,MIL,2100000.0,4817325,2717325.0,88.0
2010-11,2010,Ersan Ilyasova,MIL,2320500.0,4138618,1818118.0,60.0
2006-07,2006,Ersan Ilyasova,MIL,664209.0,1086727,422518.0,66.0
2017-18,2017,Ersan Ilyasova,"ATL, PHI",6514288.0,6530712,16424.0,79.0
2020-21,2020,Ersan Ilyasova,"UTA, CHI",1194542.0,1115053,-79489.0,18.0
2021-22,2021,Ersan Ilyasova,nan,151821.0,0,-151821.0,0.0
2005-06,2005,Ersan Ilyasova,nan,398762.0,0,-398762.0,0.0
2012-13,2012,Ersan Ilyasova,MIL,7900000.0,6723953,-1176047.0,77.0
2019-20,2019,Ersan Ilyasova,MIL,7000000.0,4377175,-2622825.0,66.0
2016-17,2016,Ersan Ilyasova,"ATL, OKC, PHI",8400000.0,5696210,-2703790.0,88.0
2015-16,2015,Ersan Ilyasova,"DET, ORL",7900000.0,4718643,-3181357.0,74.0
2018-19,2018,Ersan Ilyasova,MIL,7000000.0,3743831,-3256169.0,82.0
2014-15,2014,Ersan Ilyasova,"MIL, DET",7900000.0,4093855,-3806145.0,64.0
2013-14,2013,Ersan Ilyasova,MIL,7900000.0,3765078,-4134922.0,55.0
1996-97,1996,Ervin Johnson,DEN,1636000.0,1970080,334080.0,82.0
1995-96,1995,Ervin Johnson,OKC,767000.0,838169,71169.0,99.0
1997-98,1997,Ervin Johnson,MIL,2281128.0,2283217,2089.0,81.0
2000-01,2000,Ervin Johnson,MIL,2700000.0,2464125,-235875.0,100.0
1994-95,1994,Ervin Johnson,OKC,716600.0,365655,-350945.0,68.0
1993-94,1993,Ervin Johnson,OKC,617000.0,236052,-380948.0,47.0
1998-99,1998,Ervin Johnson,MIL,2594000.0,1785094,-808906.0,53.0
1999-00,1999,Ervin Johnson,MIL,2951029.0,2079266,-871763.0,85.0
2005-06,2005,Ervin Johnson,MIL,1138500.0,48853,-1089647.0,21.0
2001-02,2001,Ervin Johnson,MIL,3670929.0,1143873,-2527056.0,81.0
2002-03,2002,Ervin Johnson,MIL,3998679.0,937217,-3061462.0,75.0
2003-04,2003,Ervin Johnson,MIN,4418156.0,1033204,-3384952.0,84.0
2004-05,2004,Ervin Johnson,MIN,4837633.0,445871,-4391762.0,46.0
2005-06,2005,Esteban Batista,ATL,398762.0,265344,-133418.0,57.0
2006-07,2006,Esteban Batista,ATL,664209.0,341257,-322952.0,13.0
2003-04,2003,Etan Thomas,WAS,2200942.0,3247746,1046804.0,79.0
2002-03,2002,Etan Thomas,WAS,1597200.0,1644956,47756.0,38.0
2001-02,2001,Etan Thomas,WAS,1493040.0,1361982,-131058.0,47.0
2010-11,2010,Etan Thomas,ATL,1223166.0,520159,-703007.0,14.0
2000-01,2000,Etan Thomas,nan,1388880.0,0,-1388880.0,0.0
2004-05,2004,Etan Thomas,WAS,4903000.0,2140791,-2762209.0,55.0
2006-07,2006,Etan Thomas,WAS,5883600.0,2232396,-3651204.0,69.0
2005-06,2005,Etan Thomas,WAS,5393300.0,1392818,-4000482.0,74.0
2008-09,2008,Etan Thomas,WAS,6864200.0,696274,-6167926.0,26.0
2007-08,2007,Etan Thomas,nan,6373900.0,0,-6373900.0,0.0
2009-10,2009,Etan Thomas,OKC,7350000.0,700741,-6649259.0,25.0
2000-01,2000,Etdrick Bohannon,"CLE, LAC",523500.0,277882,-245618.0,6.0
1997-98,1997,Etdrick Bohannon,IND,272250.0,-72497,-344747.0,5.0
2021-22,2021,Eugene Omoruyi,"DAL, OKC, DET",281831.0,620002,338171.0,4.0
2000-01,2000,Evan Eschmeyer,BKN,423500.0,1051661,628161.0,74.0
1999-00,1999,Evan Eschmeyer,BKN,301875.0,574098,272223.0,31.0
2001-02,2001,Evan Eschmeyer,DAL,3038000.0,542342,-2495658.0,34.0
2002-03,2002,Evan Eschmeyer,DAL,3103800.0,348095,-2755705.0,22.0
2003-04,2003,Evan Eschmeyer,nan,3017266.0,0,-3017266.0,0.0
2004-05,2004,Evan Eschmeyer,nan,3407655.0,0,-3407655.0,0.0
2005-06,2005,Evan Eschmeyer,nan,3711400.0,0,-3711400.0,0.0
2015-16,2015,Evan Fournier,ORL,2288204.0,7418732,5130528.0,79.0
2014-15,2014,Evan Fournier,ORL,1483920.0,3950712,2466792.0,58.0
2013-14,2013,Evan Fournier,DEN,1422720.0,1904585,481865.0,76.0
2012-13,2012,Evan Fournier,DEN,1361400.0,1534220,172820.0,42.0
2019-20,2019,Evan Fournier,ORL,17150000.0,12274272,-4875728.0,71.0
2020-21,2020,Evan Fournier,"BOS, ORL",17150000.0,10958826,-6191174.0,48.0
2017-18,2017,Evan Fournier,ORL,17000000.0,9957125,-7042875.0,57.0
2018-19,2018,Evan Fournier,ORL,17000000.0,8067135,-8932865.0,86.0
2016-17,2016,Evan Fournier,ORL,17000000.0,7644827,-9355173.0,68.0
2021-22,2021,Evan Fournier,NYK,17142857.0,6879061,-10263796.0,80.0
2021-22,2021,Evan Mobley,CLE,8075160.0,13111362,5036202.0,71.0
2015-16,2015,Evan Turner,BOS,3425510.0,6415587,2990077.0,87.0
2014-15,2014,Evan Turner,BOS,3278000.0,4885786,1607786.0,86.0
2012-13,2012,Evan Turner,PHI,5293080.0,6237956,944876.0,82.0
2011-12,2011,Evan Turner,PHI,4947840.0,4607095,-340745.0,78.0
2010-11,2010,Evan Turner,PHI,4602720.0,2749672,-1853048.0,83.0
2013-14,2013,Evan Turner,"IND, PHI",6679866.0,4210770,-2469096.0,93.0
2016-17,2016,Evan Turner,POR,16393443.0,4518247,-11875196.0,69.0
2017-18,2017,Evan Turner,POR,17131148.0,3856801,-13274347.0,82.0
2018-19,2018,Evan Turner,POR,17868853.0,4252180,-13616673.0,89.0
2019-20,2019,Evan Turner,"ATL, MIN",18606556.0,1229876,-17376680.0,19.0
1993-94,1993,Evers Burns,SAC,1616000.0,85924,-1530076.0,23.0
2012-13,2012,Fab Melo,BOS,1254720.0,162192,-1092528.0,6.0
2013-14,2013,Fab Melo,nan,1311240.0,0,-1311240.0,0.0
2006-07,2006,Fabricio Oberto,SAS,2500000.0,2131848,-368152.0,99.0
2007-08,2007,Fabricio Oberto,SAS,3600000.0,2860706,-739294.0,99.0
2010-11,2010,Fabricio Oberto,POR,992680.0,104011,-888669.0,5.0
2005-06,2005,Fabricio Oberto,SAS,2325000.0,514242,-1810758.0,66.0
2008-09,2008,Fabricio Oberto,SAS,3600000.0,1237797,-2362203.0,56.0
2009-10,2009,Fabricio Oberto,"WAS, DET",3900000.0,412114,-3487886.0,57.0
2020-21,2020,Facundo Campazzo,DEN,3200000.0,5112430,1912430.0,75.0
2021-22,2021,Facundo Campazzo,"DEN, DAL",3100000.0,3081844,-18156.0,69.0
2000-01,2000,Felipe Lopez,"MIN, WAS",831120.0,1906167,1075047.0,74.0
1998-99,1998,Felipe Lopez,MEM,600000.0,1549998,949998.0,47.0
2001-02,2001,Felipe Lopez,MIN,565850.0,414038,-151812.0,70.0
2002-03,2002,Felipe Lopez,nan,637435.0,0,-637435.0,0.0
1999-00,1999,Felton Spencer,SAS,510000.0,376058,-133942.0,26.0
1990-91,1990,Felton Spencer,MIN,1070000.0,635066,-434934.0,81.0
1993-94,1993,Felton Spencer,UTA,1581000.0,1144409,-436591.0,95.0
1994-95,1994,Felton Spencer,UTA,1881250.0,1381806,-499444.0,34.0
2000-01,2000,Felton Spencer,NYK,1000000.0,442072,-557928.0,20.0
1991-92,1991,Felton Spencer,MIN,1340000.0,452659,-887341.0,61.0
2001-02,2001,Felton Spencer,NYK,1000000.0,7731,-992269.0,32.0
1992-93,1992,Felton Spencer,MIN,1610000.0,223871,-1386129.0,71.0
1998-99,1998,Felton Spencer,GSW,1650000.0,210070,-1439930.0,26.0
1995-96,1995,Felton Spencer,UTA,2181000.0,540525,-1640475.0,89.0
1997-98,1997,Felton Spencer,GSW,2178099.0,266179,-1911920.0,68.0
1996-97,1996,Felton Spencer,"GSW, ORL",2694000.0,642501,-2051499.0,73.0
2021-22,2021,Feron Hunt,NYK,116987.0,-43609,-160596.0,2.0
2015-16,2015,Festus Ezeli,GSW,2008748.0,3222163,1213415.0,69.0
2014-15,2014,Festus Ezeli,GSW,1112880.0,1606350,493470.0,66.0
2012-13,2012,Festus Ezeli,GSW,1020960.0,948656,-72304.0,90.0
2017-18,2017,Festus Ezeli,nan,1000000.0,0,-1000000.0,0.0
2013-14,2013,Festus Ezeli,nan,1066920.0,0,-1066920.0,0.0
2016-17,2016,Festus Ezeli,nan,7400000.0,0,-7400000.0,0.0
2003-04,2003,Flip Murray,POR,143537.0,3808237,3664700.0,82.0
2002-03,2002,Flip Murray,LAL,3740000.0,162762,-3577238.0,14.0
2005-06,2005,Francisco Elson,DEN,719373.0,1649108,929735.0,77.0
2003-04,2003,Francisco Elson,DEN,366931.0,1155682,788751.0,66.0
2004-05,2004,Francisco Elson,DEN,620046.0,1065199,445153.0,68.0
2011-12,2011,Francisco Elson,PHI,305792.0,199670,-106122.0,5.0
2008-09,2008,Francisco Elson,MIL,1700000.0,1341900,-358100.0,59.0
2010-11,2010,Francisco Elson,UTA,1146337.0,706159,-440178.0,62.0
2006-07,2006,Francisco Elson,SAS,3000000.0,1925575,-1074425.0,90.0
2009-10,2009,Francisco Elson,"MIL, PHI",1700000.0,193366,-1506634.0,12.0
2007-08,2007,Francisco Elson,"OKC, SAS",3000000.0,764904,-2235096.0,63.0
2007-08,2007,Francisco Garcia,SAC,1168800.0,4452321,3283521.0,79.0
2008-09,2008,Francisco Garcia,SAC,1983454.0,4417592,2434138.0,65.0
2006-07,2006,Francisco Garcia,SAC,1092600.0,1699804,607204.0,79.0
2005-06,2005,Francisco Garcia,SAC,1016400.0,1618916,602516.0,73.0
2013-14,2013,Francisco Garcia,HOU,1265977.0,1817469,551492.0,57.0
2014-15,2014,Francisco Garcia,HOU,1316809.0,545343,-771466.0,14.0
2010-11,2010,Francisco Garcia,SAC,5500000.0,2981973,-2518027.0,58.0
2009-10,2009,Francisco Garcia,SAC,5800000.0,2850874,-2949126.0,25.0
2012-13,2012,Francisco Garcia,"HOU, SAC",6100000.0,1988036,-4111964.0,64.0
2011-12,2011,Francisco Garcia,SAC,5800000.0,1218263,-4581737.0,49.0
1990-91,1990,Frank Brickowski,MIL,905000.0,1106457,201457.0,78.0
1992-93,1992,Frank Brickowski,MIL,1800000.0,1739007,-60993.0,66.0
1991-92,1991,Frank Brickowski,MIL,1055000.0,899587,-155413.0,65.0
1993-94,1993,Frank Brickowski,"CHA, MIL",1850000.0,1586195,-263805.0,71.0
1996-97,1996,Frank Brickowski,BOS,1500000.0,317000,-1183000.0,17.0
1994-95,1994,Frank Brickowski,nan,2233000.0,0,-2233000.0,0.0
1995-96,1995,Frank Brickowski,OKC,3250000.0,368961,-2881039.0,84.0
2020-21,2020,Frank Jackson,DET,699115.0,4029777,3330662.0,40.0
2018-19,2018,Frank Jackson,NOP,1378242.0,2437261,1059019.0,61.0
2019-20,2019,Frank Jackson,"NOP, OKC, DET",1618520.0,1766145,147625.0,59.0
2021-22,2021,Frank Jackson,"DET, UTA",3000000.0,3134880,134880.0,53.0
2017-18,2017,Frank Jackson,nan,815615.0,0,-815615.0,0.0
1992-93,1992,Frank Johnson,PHX,140000.0,350429,210429.0,99.0
1993-94,1993,Frank Johnson,PHX,500000.0,371250,-128750.0,77.0
2021-22,2021,Frank Kaminsky,PHX,2089448.0,10594253,8504805.0,9.0
2016-17,2016,Frank Kaminsky,CHA,2730000.0,5565826,2835826.0,75.0
2017-18,2017,Frank Kaminsky,CHA,2847600.0,5614746,2767146.0,79.0
2020-21,2020,Frank Kaminsky,PHX,1737145.0,4013173,2276028.0,57.0
2015-16,2015,Frank Kaminsky,CHA,2612520.0,3247656,635136.0,88.0
2018-19,2018,Frank Kaminsky,CHA,3627842.0,4120617,492775.0,47.0
2019-20,2019,Frank Kaminsky,PHX,4767000.0,4664830,-102170.0,39.0
1990-91,1990,Frank Kornet,MIL,225000.0,41745,-183255.0,32.0
2019-20,2019,Frank Mason III,MIL,79568.0,2818110,2738542.0,11.0
2017-18,2017,Frank Mason III,SAC,1184385.0,3363102,2178717.0,52.0
2018-19,2018,Frank Mason III,SAC,1378242.0,1858368,480126.0,38.0
2021-22,2021,Frank Ntilikina,DAL,1789256.0,1439531,-349725.0,70.0
2017-18,2017,Frank Ntilikina,NYK,3501120.0,2112263,-1388857.0,78.0
2019-20,2019,Frank Ntilikina,NYK,4855800.0,2871106,-1984694.0,57.0
2018-19,2018,Frank Ntilikina,NYK,4155720.0,1623806,-2531914.0,43.0
2020-21,2020,Frank Ntilikina,NYK,6176578.0,929508,-5247070.0,36.0
2003-04,2003,Frank Williams,NYK,894960.0,1081362,186402.0,60.0
2002-03,2002,Frank Williams,NYK,832560.0,325529,-507031.0,21.0
2004-05,2004,Frank Williams,CHI,957480.0,52750,-904730.0,9.0
1995-96,1995,Frankie King,LAL,200000.0,16090,-183910.0,6.0
2021-22,2021,Franz Wagner,ORL,5007840.0,8055547,3047707.0,79.0
2000-01,2000,Fred Hoiberg,CHI,880000.0,3779612,2899612.0,74.0
2003-04,2003,Fred Hoiberg,MIN,938679.0,3276625,2337946.0,97.0
1999-00,1999,Fred Hoiberg,CHI,800000.0,2067087,1267087.0,31.0
2004-05,2004,Fred Hoiberg,MIN,1600000.0,2782661,1182661.0,76.0
1996-97,1996,Fred Hoiberg,IND,297000.0,772974,475974.0,47.0
1997-98,1997,Fred Hoiberg,IND,356400.0,733428,377028.0,67.0
1995-96,1995,Fred Hoiberg,IND,200000.0,224068,24068.0,15.0
2001-02,2001,Fred Hoiberg,CHI,1600000.0,1414624,-185376.0,79.0
1998-99,1998,Fred Hoiberg,IND,600000.0,182412,-417588.0,16.0
2002-03,2002,Fred Hoiberg,CHI,1400000.0,786018,-613982.0,63.0
2005-06,2005,Fred Hoiberg,nan,1760000.0,0,-1760000.0,0.0
2008-09,2008,Fred Jones,LAC,622531.0,2986516,2363985.0,52.0
2004-05,2004,Fred Jones,IND,1572480.0,3512479,1939999.0,90.0
2005-06,2005,Fred Jones,IND,2328843.0,3034955,706112.0,74.0
2003-04,2003,Fred Jones,IND,1506000.0,2192909,686909.0,95.0
2007-08,2007,Fred Jones,NYK,3300000.0,2456376,-843624.0,70.0
2002-03,2002,Fred Jones,IND,1367400.0,209523,-1157877.0,19.0
2006-07,2006,Fred Jones,"POR, TOR",3100000.0,1615931,-1484069.0,63.0
1995-96,1995,Fred Roberts,LAL,225000.0,382213,157213.0,34.0
1990-91,1990,Fred Roberts,MIL,690000.0,795635,105635.0,85.0
1996-97,1996,Fred Roberts,DAL,247500.0,118995,-128505.0,12.0
1992-93,1992,Fred Roberts,MIL,866000.0,708023,-157977.0,79.0
1991-92,1991,Fred Roberts,MIL,791000.0,620713,-170287.0,80.0
2019-20,2019,Fred VanVleet,TOR,9346153.0,20840037,11493884.0,65.0
2017-18,2017,Fred VanVleet,TOR,1312611.0,5663223,4350612.0,82.0
2016-17,2016,Fred VanVleet,TOR,543471.0,915776,372305.0,44.0
2018-19,2018,Fred VanVleet,TOR,8653847.0,7988588,-665259.0,88.0
2021-22,2021,Fred VanVleet,TOR,19675926.0,18664176,-1011750.0,69.0
2020-21,2020,Fred VanVleet,TOR,21250000.0,16930042,-4319958.0,52.0
1994-95,1994,Fred Vinson,ATL,150000.0,-33565,-183565.0,5.0
1999-00,1999,Fred Vinson,OKC,485000.0,-26342,-511342.0,8.0
2020-21,2020,Freddie Gillespie,TOR,363015.0,3629722,3266707.0,20.0
2021-22,2021,Freddie Gillespie,ORL,221156.0,1065010,843854.0,9.0
2014-15,2014,Furkan Aldemir,PHI,2810305.0,927432,-1882873.0,41.0
2015-16,2015,Furkan Aldemir,nan,2683841.0,0,-2683841.0,0.0
2019-20,2019,Furkan Korkmaz,PHI,1620564.0,4825809,3205245.0,76.0
2020-21,2020,Furkan Korkmaz,PHI,1762796.0,4912971,3150175.0,67.0
